year,ssp,Nt,GCM,counts
1962.0,picontrol,Nt25,gfdl-esm4,
1963.0,picontrol,Nt25,gfdl-esm4,
1964.0,picontrol,Nt25,gfdl-esm4,
1965.0,picontrol,Nt25,gfdl-esm4,
1966.0,picontrol,Nt25,gfdl-esm4,
1967.0,picontrol,Nt25,gfdl-esm4,
1968.0,picontrol,Nt25,gfdl-esm4,
1969.0,picontrol,Nt25,gfdl-esm4,
1970.0,picontrol,Nt25,gfdl-esm4,
1971.0,picontrol,Nt25,gfdl-esm4,
1972.0,picontrol,Nt25,gfdl-esm4,
1973.0,picontrol,Nt25,gfdl-esm4,
1974.0,picontrol,Nt25,gfdl-esm4,
1975.0,picontrol,Nt25,gfdl-esm4,
1976.0,picontrol,Nt25,gfdl-esm4,
1977.0,picontrol,Nt25,gfdl-esm4,
1978.0,picontrol,Nt25,gfdl-esm4,
1979.0,picontrol,Nt25,gfdl-esm4,
1980.0,picontrol,Nt25,gfdl-esm4,
1981.0,picontrol,Nt25,gfdl-esm4,
1982.0,picontrol,Nt25,gfdl-esm4,
1983.0,picontrol,Nt25,gfdl-esm4,
1984.0,picontrol,Nt25,gfdl-esm4,
1985.0,picontrol,Nt25,gfdl-esm4,
1986.0,picontrol,Nt25,gfdl-esm4,
1987.0,picontrol,Nt25,gfdl-esm4,
1988.0,picontrol,Nt25,gfdl-esm4,
1989.0,picontrol,Nt25,gfdl-esm4,
1990.0,picontrol,Nt25,gfdl-esm4,
1991.0,picontrol,Nt25,gfdl-esm4,
1992.0,picontrol,Nt25,gfdl-esm4,
1993.0,picontrol,Nt25,gfdl-esm4,
1994.0,picontrol,Nt25,gfdl-esm4,
1995.0,picontrol,Nt25,gfdl-esm4,
1996.0,picontrol,Nt25,gfdl-esm4,
1997.0,picontrol,Nt25,gfdl-esm4,
1998.0,picontrol,Nt25,gfdl-esm4,
1999.0,picontrol,Nt25,gfdl-esm4,
2000.0,picontrol,Nt25,gfdl-esm4,
2001.0,picontrol,Nt25,gfdl-esm4,
2002.0,picontrol,Nt25,gfdl-esm4,
2003.0,picontrol,Nt25,gfdl-esm4,
2004.0,picontrol,Nt25,gfdl-esm4,
2005.0,picontrol,Nt25,gfdl-esm4,
2006.0,picontrol,Nt25,gfdl-esm4,
2007.0,picontrol,Nt25,gfdl-esm4,
2008.0,picontrol,Nt25,gfdl-esm4,
2009.0,picontrol,Nt25,gfdl-esm4,
2010.0,picontrol,Nt25,gfdl-esm4,
2011.0,picontrol,Nt25,gfdl-esm4,
2012.0,picontrol,Nt25,gfdl-esm4,
2013.0,picontrol,Nt25,gfdl-esm4,
2014.0,picontrol,Nt25,gfdl-esm4,
2015.0,picontrol,Nt25,gfdl-esm4,
2016.0,picontrol,Nt25,gfdl-esm4,
2017.0,picontrol,Nt25,gfdl-esm4,
2018.0,picontrol,Nt25,gfdl-esm4,
2019.0,picontrol,Nt25,gfdl-esm4,
2020.0,picontrol,Nt25,gfdl-esm4,
2021.0,picontrol,Nt25,gfdl-esm4,
2022.0,picontrol,Nt25,gfdl-esm4,
2023.0,picontrol,Nt25,gfdl-esm4,
2024.0,picontrol,Nt25,gfdl-esm4,
2025.0,picontrol,Nt25,gfdl-esm4,
2026.0,picontrol,Nt25,gfdl-esm4,
2027.0,picontrol,Nt25,gfdl-esm4,
2028.0,picontrol,Nt25,gfdl-esm4,
2029.0,picontrol,Nt25,gfdl-esm4,
2030.0,picontrol,Nt25,gfdl-esm4,
2031.0,picontrol,Nt25,gfdl-esm4,
2032.0,picontrol,Nt25,gfdl-esm4,
2033.0,picontrol,Nt25,gfdl-esm4,
2034.0,picontrol,Nt25,gfdl-esm4,
2035.0,picontrol,Nt25,gfdl-esm4,
2036.0,picontrol,Nt25,gfdl-esm4,
2037.0,picontrol,Nt25,gfdl-esm4,
2038.0,picontrol,Nt25,gfdl-esm4,
2039.0,picontrol,Nt25,gfdl-esm4,
2040.0,picontrol,Nt25,gfdl-esm4,
2041.0,picontrol,Nt25,gfdl-esm4,
2042.0,picontrol,Nt25,gfdl-esm4,
2043.0,picontrol,Nt25,gfdl-esm4,
2044.0,picontrol,Nt25,gfdl-esm4,
2045.0,picontrol,Nt25,gfdl-esm4,
2046.0,picontrol,Nt25,gfdl-esm4,
2047.0,picontrol,Nt25,gfdl-esm4,
2048.0,picontrol,Nt25,gfdl-esm4,
2049.0,picontrol,Nt25,gfdl-esm4,
2050.0,picontrol,Nt25,gfdl-esm4,
